sysmsg,sysmsg_permutation,code,code_with_name,usermsg,answer,tokens_in,tokens_out,correct_codes,hits,wrong_hits,usermsg_rag,answer_rag,tokens_in_rag,tokens_out_rag,hits_rag,wrong_hits_rag
"You are a helpful assistant that specializes in the European NUTS regions.
Your task is to identify neighbors of the region the user is asking about.
Your answer should only contain the relevant regions' NUTS-codes. Nothing else.","intro,details,task_specific,only_codes",DEG,"DEG, THÜRINGEN",Give me all nuts regions that share a border with the region DEG and have the same NUTS level,"DE21
DE22
DE23
DE24
DE25",81,14,"['DE2', 'DE7', 'DE9', 'DED', 'DEE']","['DE25', 'DE22', 'DE24', 'DE23', 'DE21']",[],"The user asked the following question:

Give me all NUTS regions that share a border with the region DEG.
    
This is the answer retrieved from a Graph-database:
['DE2', 'DE7', 'DE9', 'DED', 'DEE']
    
    ","The NUTS regions that share a border with the region DEG are: DE2, DE7, DE9, DED, DEE.",115,31,"['DE9', 'DED', 'DE7', 'DE2', 'DEE']",[]
"You are a helpful assistant that specializes in the European NUTS regions.
Your task is to identify neighbors of the region the user is asking about.
Your answer should only contain the relevant regions' NUTS-codes. Nothing else.","intro,details,task_specific,only_codes",PL7,"PL7, Makroregion centralny",Give me all nuts regions that share a border with the region PL7 and have the same NUTS level,"PL4
PL6
PL8",81,8,"['PL2', 'PL4', 'PL5', 'PL6', 'PL8', 'PL9']","['PL4', 'PL8', 'PL6']",[],"The user asked the following question:

Give me all NUTS regions that share a border with the region PL7.
    
This is the answer retrieved from a Graph-database:
['PL2', 'PL4', 'PL5', 'PL6', 'PL8', 'PL9']
    
    ","The NUTS regions that share a border with the region PL7 are: PL2, PL4, PL5, PL6, PL8, PL9.",120,34,"['PL4', 'PL9', 'PL5', 'PL2', 'PL8', 'PL6']",[]
"You are a helpful assistant that specializes in the European NUTS regions.
Your task is to identify neighbors of the region the user is asking about.
Your answer should only contain the relevant regions' NUTS-codes. Nothing else.","intro,details,task_specific,only_codes",ITI,"ITI, Centro (IT)",Give me all nuts regions that share a border with the region ITI and have the same NUTS level,"ITF
ITH
ITG",81,7,"['ITC', 'ITF', 'ITH']","['ITG', 'ITF', 'ITH']",[],"The user asked the following question:

Give me all NUTS regions that share a border with the region ITI.
    
This is the answer retrieved from a Graph-database:
['ITC', 'ITF', 'ITH']
    
    ","The NUTS regions that share a border with the region ITI are ITC, ITF, and ITH.",107,25,"['ITC', 'ITF', 'ITH']",[]
"You are a helpful assistant that specializes in the European NUTS regions.
Your task is to identify neighbors of the region the user is asking about.
Your answer should only contain the relevant regions' NUTS-codes. Nothing else.","intro,details,task_specific,only_codes",PT18,"PT18, Alentejo",Give me all nuts regions that share a border with the region PT18 and have the same NUTS level,"ES30
ES21
ES11",81,8,"['PT15', 'PT16', 'PT17', 'ES43', 'ES61']","['ES21', 'ES11', 'ES30']",[],"The user asked the following question:

Give me all NUTS regions that share a border with the region PT18.
    
This is the answer retrieved from a Graph-database:
['PT15', 'PT16', 'PT17', 'ES43', 'ES61']
    
    ","The NUTS regions that share a border with region PT18 are PT15, PT16, PT17, ES43, and ES61.",116,30,"['ES43', 'ES61', 'PT16', 'PT15', 'PT17']",[]
"You are a helpful assistant that specializes in the European NUTS regions.
Your task is to identify neighbors of the region the user is asking about.
Your answer should only contain the relevant regions' NUTS-codes. Nothing else.","intro,details,task_specific,only_codes",FRK2,"FRK2, Rhône-Alpes",Give me all nuts regions that share a border with the region FRK2 and have the same NUTS level,"FRK1
FRK3",82,7,"['ITC1', 'ITC2', 'FRL0', 'FRK1', 'FRC1', 'FRC2', 'FRJ1']",['FRK1'],['FRK3'],"The user asked the following question:

Give me all NUTS regions that share a border with the region FRK2.
    
This is the answer retrieved from a Graph-database:
['ITC1', 'ITC2', 'FRL0', 'FRK1', 'FRC1', 'FRC2', 'FRJ1']
    
    ","The NUTS regions that share a border with the region FRK2 are: ITC1, ITC2, FRL0, FRK1, FRC1, FRC2, FRJ1.",132,45,"['FRC2', 'ITC1', 'FRJ1', 'FRK1', 'FRC1', 'FRL0', 'ITC2']",[]
"You are a helpful assistant that specializes in the European NUTS regions.
Your task is to identify neighbors of the region the user is asking about.
Your answer should only contain the relevant regions' NUTS-codes. Nothing else.","intro,details,task_specific,only_codes",CZ03,"CZ03, Jihozápad",Give me all nuts regions that share a border with the region CZ03 and have the same NUTS level,"CZ01
CZ02
CZ04",81,11,"['AT12', 'CZ02', 'CZ04', 'CZ06', 'AT31', 'DE22', 'DE23']","['CZ04', 'CZ02', 'CZ01']",[],"The user asked the following question:

Give me all NUTS regions that share a border with the region CZ03.
    
This is the answer retrieved from a Graph-database:
['AT12', 'CZ02', 'CZ04', 'CZ06', 'AT31', 'DE22', 'DE23']
    
    ","The NUTS regions that share a border with the region CZ03 are: AT12, CZ02, CZ04, CZ06, AT31, DE22, DE23.",127,37,"['DE22', 'AT31', 'AT12', 'CZ02', 'DE23', 'CZ04', 'CZ06']",[]
"You are a helpful assistant that specializes in the European NUTS regions.
Your task is to identify neighbors of the region the user is asking about.
Your answer should only contain the relevant regions' NUTS-codes. Nothing else.","intro,details,task_specific,only_codes",DEF0,"DEF0, Schleswig-Holstein",Give me all nuts regions that share a border with the region DEF0 and have the same NUTS level,"DEF0, DEE0, DE30, DE71, DE72",81,15,"['DE93', 'DK03', 'DE60', 'DE80']","['DE71', 'DE30', 'DEF0', 'DE72', 'DEE0']",[],"The user asked the following question:

Give me all NUTS regions that share a border with the region DEF0.
    
This is the answer retrieved from a Graph-database:
['DE93', 'DK03', 'DE60', 'DE80']
    
    ","The NUTS regions that share a border with the region DEF0 are DE93, DK03, DE60, and DE80.",112,28,"['DE60', 'DE80', 'DK03', 'DE93']",[]
"You are a helpful assistant that specializes in the European NUTS regions.
Your task is to identify neighbors of the region the user is asking about.
Your answer should only contain the relevant regions' NUTS-codes. Nothing else.","intro,details,task_specific,only_codes",RO41,"RO41, Sud-Vest Oltenia",Give me all nuts regions that share a border with the region RO41 and have the same NUTS level,"RO12
RO21
RO22
RO31",81,11,"['RO12', 'RO31', 'RO42', 'BG31']","['RO31', 'RO12', 'RO21', 'RO22']",[],"The user asked the following question:

Give me all NUTS regions that share a border with the region RO41.
    
This is the answer retrieved from a Graph-database:
['RO12', 'RO31', 'RO42', 'BG31']
    
    ","The NUTS regions that share a border with region RO41 are: RO12, RO31, RO42, and BG31.",112,28,"['RO31', 'RO12', 'RO42', 'BG31']",[]
"You are a helpful assistant that specializes in the European NUTS regions.
Your task is to identify neighbors of the region the user is asking about.
Your answer should only contain the relevant regions' NUTS-codes. Nothing else.","intro,details,task_specific,only_codes",DEB3I,"DEB3I, Rhein-Pfalz-Kreis",Give me all nuts regions that share a border with the region DEB3I and have the same NUTS level,"DEB2, DEB3J, DEB3K",83,13,"['DE123', 'DE715', 'DEB3C', 'DEB3E', 'DEB3H', 'DE126', 'DE128', 'DEB31', 'DEB34', 'DEB36', 'DEB38', 'DEB39']","['DEB3K', 'DEB2', 'DEB3J']",[],"The user asked the following question:

Give me all NUTS regions that share a border with the region DEB3I.
    
This is the answer retrieved from a Graph-database:
['DE123', 'DE715', 'DEB3C', 'DEB3E', 'DEB3H', 'DE126', 'DE128', 'DEB31', 'DEB34', 'DEB36', 'DEB38', 'DEB39']
    
    ","The NUTS regions that share a border with the region DEB3I are: DE123, DE715, DEB3C, DEB3E, DEB3H, DE126, DE128, DEB31, DEB34, DEB36, DEB38, DEB39.",157,65,"['DEB3C', 'DEB38', 'DEB34', 'DEB36', 'DE123', 'DE128', 'DEB3E', 'DE126', 'DEB31', 'DEB3H', 'DEB39', 'DE715']",[]
"You are a helpful assistant that specializes in the European NUTS regions.
Your task is to identify neighbors of the region the user is asking about.
Your answer should only contain the relevant regions' NUTS-codes. Nothing else.","intro,details,task_specific,only_codes",PL515,"PL515, Jeleniogórski",Give me all nuts regions that share a border with the region PL515 and have the same NUTS level,"PL514
PL516
PL517",81,8,"['PL516', 'PL517', 'PL518', 'DED2D', 'CZ051', 'CZ052', 'PL432']","['PL516', 'PL517', 'PL514']",[],"The user asked the following question:

Give me all NUTS regions that share a border with the region PL515.
    
This is the answer retrieved from a Graph-database:
['PL516', 'PL517', 'PL518', 'DED2D', 'CZ051', 'CZ052', 'PL432']
    
    ","The NUTS regions that share a border with region PL515 are: PL516, PL517, PL518, DED2D, CZ051, CZ052, PL432.",127,38,"['DED2D', 'PL432', 'PL516', 'PL518', 'CZ051', 'PL517', 'CZ052']",[]
"You are a helpful assistant that specializes in the European NUTS regions.
Your task is to identify neighbors of the region the user is asking about.
Your answer should only contain the relevant regions' NUTS-codes. Nothing else.","intro,details,task_specific,only_codes",LT022,"LT022, Kauno apskritis",Give me all nuts regions that share a border with the region LT022 and have the same NUTS level,"LT011
LT012
LT013",81,8,"['LT011', 'LT021', 'LT024', 'LT025', 'LT026', 'LT027']",['LT011'],"['LT013', 'LT012']","The user asked the following question:

Give me all NUTS regions that share a border with the region LT022.
    
This is the answer retrieved from a Graph-database:
['LT011', 'LT021', 'LT024', 'LT025', 'LT026', 'LT027']
    
    ","The NUTS regions that share a border with LT022 are: LT011, LT021, LT024, LT025, LT026, LT027.",120,32,"['LT011', 'LT026', 'LT021', 'LT025', 'LT027', 'LT024']",[]
"You are a helpful assistant that specializes in the European NUTS regions.
Your task is to identify neighbors of the region the user is asking about.
Your answer should only contain the relevant regions' NUTS-codes. Nothing else.","intro,details,task_specific,only_codes",SE331,"SE331, Västerbottens län",Give me all nuts regions that share a border with the region SE331 and have the same NUTS level,"SE110
SE120
SE122
SE123
SE124
SE125
SE211
SE212
SE213
SE214",81,29,"['SE321', 'SE322', 'SE332']","['SE214', 'SE125', 'SE211', 'SE124', 'SE122', 'SE213', 'SE212', 'SE123', 'SE110']",['SE120'],"The user asked the following question:

Give me all NUTS regions that share a border with the region SE331.
    
This is the answer retrieved from a Graph-database:
['SE321', 'SE322', 'SE332']
    
    ","The NUTS regions that share a border with the region SE331 are SE321, SE322, and SE332.",108,25,"['SE322', 'SE321', 'SE332']",[]
"You are a helpful assistant that specializes in the European NUTS regions.
Your task is to identify neighbors of the region the user is asking about.
Your answer should only contain the relevant regions' NUTS-codes. Nothing else.","intro,details,task_specific,only_codes",IE051,"IE051, Mid-West",Give me all nuts regions that share a border with the region IE051 and have the same NUTS level,"IE042, IE043, IE052, IE053",81,11,"['IE052', 'IE053', 'IE042', 'IE063']","['IE053', 'IE042', 'IE052']",['IE043'],"The user asked the following question:

Give me all NUTS regions that share a border with the region IE051.
    
This is the answer retrieved from a Graph-database:
['IE052', 'IE053', 'IE042', 'IE063']
    
    ","The NUTS regions that share a border with region IE051 are IE052, IE053, IE042, and IE063.",112,27,"['IE053', 'IE063', 'IE042', 'IE052']",[]
"You are a helpful assistant that specializes in the European NUTS regions.
Your task is to identify neighbors of the region the user is asking about.
Your answer should only contain the relevant regions' NUTS-codes. Nothing else.","intro,details,task_specific,only_codes",ES615,"ES615, Huelva",Give me all nuts regions that share a border with the region ES615 and have the same NUTS level,"ES511, ES612, ES618",81,8,"['PT150', 'ES431', 'ES612', 'ES618', 'PT184']","['ES511', 'ES612', 'ES618']",[],"The user asked the following question:

Give me all NUTS regions that share a border with the region ES615.
    
This is the answer retrieved from a Graph-database:
['PT150', 'ES431', 'ES612', 'ES618', 'PT184']
    
    ","The NUTS regions that share a border with region ES615 are PT150, ES431, ES612, ES618, and PT184.",116,30,"['ES618', 'ES431', 'PT150', 'ES612', 'PT184']",[]
"You are a helpful assistant that specializes in the European NUTS regions.
Your task is to identify neighbors of the region the user is asking about.
Your answer should only contain the relevant regions' NUTS-codes. Nothing else.","intro,details,task_specific,only_codes",FRK21,"FRK21, Ain",Give me all nuts regions that share a border with the region FRK21 and have the same NUTS level,"FRK22, FRK23, FRK24, FRK25, FRK26, FRK27, FRK28, FRK29",82,31,"['FRK24', 'FRK26', 'FRK27', 'FRK28', 'FRC13', 'FRC22']","['FRK25', 'FRK26', 'FRK24', 'FRK23', 'FRK28', 'FRK22', 'FRK27']",['FRK29'],"The user asked the following question:

Give me all NUTS regions that share a border with the region FRK21.
    
This is the answer retrieved from a Graph-database:
['FRK24', 'FRK26', 'FRK27', 'FRK28', 'FRC13', 'FRC22']
    
    ","The NUTS regions that share a border with region FRK21 are FRK24, FRK26, FRK27, FRK28, FRC13, and FRC22.",127,40,"['FRC22', 'FRC13', 'FRK24', 'FRK28', 'FRK26', 'FRK27']",[]
"You are a helpful assistant that specializes in the European NUTS regions.
Your task is to identify neighbors of the region the user is asking about.
Your answer should only contain the relevant regions' NUTS-codes. Nothing else.
Format your answer as a python list.","intro,details,task_specific,only_codes,python_list",CZ,"CZ, ČESKÁ REPUBLIKA",Give me all nuts regions that share a border with the region CZ and have the same NUTS level,"['DE', 'PL', 'SK', 'AT']",88,12,"['DE', 'PL', 'AT', 'SK']","['SK', 'PL', 'AT', 'DE']",[],"The user asked the following question:

Give me all NUTS regions that share a border with the region CZ.
    
This is the answer retrieved from a Graph-database:
['DE', 'PL', 'AT', 'SK']
    
    ","The NUTS regions that share a border with the region CZ are: DE, PL, AT, SK.",107,23,"['SK', 'PL', 'AT', 'DE']",[]
"You are a helpful assistant that specializes in the European NUTS regions.
Your task is to identify neighbors of the region the user is asking about.
Your answer should only contain the relevant regions' NUTS-codes. Nothing else.
Format your answer as a python list.","intro,details,task_specific,only_codes,python_list",BG,"BG, Bulgaria",Give me all nuts regions that share a border with the region BG and have the same NUTS level,"['EL41', 'EL42', 'EL43', 'EL51', 'EL52', 'EL53', 'EL54', 'EL61', 'EL62', 'EL63', 'EL64', 'EL65', 'EL66', 'EL67', 'EL71', 'EL72', 'EL73', 'EL74', 'EL81', 'EL82', 'EL83', 'EL84', 'EL91', 'EL92', 'EL93', 'EL94', 'EL95', 'EL96', 'EL11', 'EL12', 'EL13', 'EL21', 'EL22', 'EL23', 'EL24', 'EL25', 'EL30', 'EL41', 'EL42', 'EL43', 'EL51', 'EL52', 'EL53', 'EL54', 'EL61', 'EL62', 'EL63', 'EL64', 'EL65', 'EL66', 'EL67', 'EL71', 'EL72', 'EL73', 'EL74', 'EL81', 'EL82', 'EL83', 'EL84', 'EL91', 'EL92', 'EL93', 'EL94', 'EL95', 'EL96', 'EL11', 'EL12', 'EL13', 'EL21', 'EL22', 'EL23', 'EL24', 'EL25', 'EL30']",88,296,"['RO', 'EL']","['EL42', 'EL21', 'EL43', 'EL30', 'EL51', 'EL64', 'EL23', 'EL52', 'EL62', 'EL11', 'EL24', 'EL41', 'EL25', 'EL22', 'EL53', 'EL13', 'EL54', 'EL12', 'EL65', 'EL63', 'EL61']","['EL71', 'EL93', 'EL84', 'EL72', 'EL95', 'EL92', 'EL94', 'EL96', 'EL67', 'EL82', 'EL91', 'EL74', 'EL66', 'EL83', 'EL81', 'EL73']","The user asked the following question:

Give me all NUTS regions that share a border with the region BG.
    
This is the answer retrieved from a Graph-database:
['RO', 'EL']
    
    ",The NUTS regions that share a border with the region BG are 'RO' and 'EL'.,101,21,"['RO', 'EL']",[]
"You are a helpful assistant that specializes in the European NUTS regions.
Your task is to identify neighbors of the region the user is asking about.
Your answer should only contain the relevant regions' NUTS-codes. Nothing else.
Format your answer as a python list.","intro,details,task_specific,only_codes,python_list",FR1,"FR1, ÎLE DE FRANCE",Give me all nuts regions that share a border with the region FR1 and have the same NUTS level,"['FRB', 'FRC', 'FRD', 'FRE', 'FRH', 'FRJ', 'FRK', 'FRL', 'FRM', 'FRN', 'FRO', 'FRP', 'FRQ', 'FRR', 'FRS', 'FRT', 'FRU', 'FRV', 'FRW', 'FRX', 'FRY', 'FRZ']",89,88,"['FRB', 'FRC', 'FRD', 'FRE', 'FRF']","['FRD', 'FRM', 'FRH', 'FRK', 'FRE', 'FRY', 'FRL', 'FRB', 'FRC', 'FRJ']","['FRP', 'FRV', 'FRQ', 'FRW', 'FRX', 'FRO', 'FRT', 'FRR', 'FRU', 'FRZ', 'FRN', 'FRS']","The user asked the following question:

Give me all NUTS regions that share a border with the region FR1.
    
This is the answer retrieved from a Graph-database:
['FRB', 'FRC', 'FRD', 'FRE', 'FRF']
    
    ","The NUTS regions that share a border with the region FR1 are FRB, FRC, FRD, FRE, and FRF.",116,30,"['FRD', 'FRE', 'FRF', 'FRB', 'FRC']",[]
"You are a helpful assistant that specializes in the European NUTS regions.
Your task is to identify neighbors of the region the user is asking about.
Your answer should only contain the relevant regions' NUTS-codes. Nothing else.
Format your answer as a python list.","intro,details,task_specific,only_codes,python_list",DEG,"DEG, THÜRINGEN",Give me all nuts regions that share a border with the region DEG and have the same NUTS level,"['DEE1', 'DEE2', 'DEE3', 'DEE4', 'DEE5', 'DEE6', 'DEE7', 'DEE8', 'DEE9', 'DEE0']",89,50,"['DE2', 'DE7', 'DE9', 'DED', 'DEE']",['DEE0'],"['DEE9', 'DEE5', 'DEE3', 'DEE1', 'DEE7', 'DEE8', 'DEE2', 'DEE6', 'DEE4']","The user asked the following question:

Give me all NUTS regions that share a border with the region DEG.
    
This is the answer retrieved from a Graph-database:
['DE2', 'DE7', 'DE9', 'DED', 'DEE']
    
    ","The NUTS regions that share a border with the region DEG are: DE2, DE7, DE9, DED, DEE.",115,31,"['DE9', 'DED', 'DE7', 'DE2', 'DEE']",[]
"You are a helpful assistant that specializes in the European NUTS regions.
Your task is to identify neighbors of the region the user is asking about.
Your answer should only contain the relevant regions' NUTS-codes. Nothing else.
Format your answer as a python list.","intro,details,task_specific,only_codes,python_list",PL7,"PL7, Makroregion centralny",Give me all nuts regions that share a border with the region PL7 and have the same NUTS level,"['PL4', 'PL6', 'PL8', 'PL9']",89,16,"['PL2', 'PL4', 'PL5', 'PL6', 'PL8', 'PL9']","['PL4', 'PL9', 'PL8', 'PL6']",[],"The user asked the following question:

Give me all NUTS regions that share a border with the region PL7.
    
This is the answer retrieved from a Graph-database:
['PL2', 'PL4', 'PL5', 'PL6', 'PL8', 'PL9']
    
    ","The NUTS regions that share a border with the region PL7 are: PL2, PL4, PL5, PL6, PL8, PL9.",120,34,"['PL4', 'PL9', 'PL5', 'PL2', 'PL8', 'PL6']",[]
"You are a helpful assistant that specializes in the European NUTS regions.
Your task is to identify neighbors of the region the user is asking about.
Your answer should only contain the relevant regions' NUTS-codes. Nothing else.
Format your answer as a python list.","intro,details,task_specific,only_codes,python_list",ITI,"ITI, Centro (IT)",Give me all nuts regions that share a border with the region ITI and have the same NUTS level,"['ITF', 'ITH', 'ITG', 'ITC', 'ITB', 'ITD']",89,23,"['ITC', 'ITF', 'ITH']","['ITC', 'ITG', 'ITF', 'ITH']","['ITB', 'ITD']","The user asked the following question:

Give me all NUTS regions that share a border with the region ITI.
    
This is the answer retrieved from a Graph-database:
['ITC', 'ITF', 'ITH']
    
    ","The NUTS regions that share a border with the region ITI are ITC, ITF, and ITH.",107,25,"['ITC', 'ITF', 'ITH']",[]
"You are a helpful assistant that specializes in the European NUTS regions.
Your task is to identify neighbors of the region the user is asking about.
Your answer should only contain the relevant regions' NUTS-codes. Nothing else.
Format your answer as a python list.","intro,details,task_specific,only_codes,python_list",PT18,"PT18, Alentejo",Give me all nuts regions that share a border with the region PT18 and have the same NUTS level,"['ES30', 'ES11', 'ES21', 'ES12', 'ES41', 'ES42', 'ES43']",89,28,"['PT15', 'PT16', 'PT17', 'ES43', 'ES61']","['ES42', 'ES43', 'ES41', 'ES12', 'ES11', 'ES21', 'ES30']",[],"The user asked the following question:

Give me all NUTS regions that share a border with the region PT18.
    
This is the answer retrieved from a Graph-database:
['PT15', 'PT16', 'PT17', 'ES43', 'ES61']
    
    ","The NUTS regions that share a border with region PT18 are PT15, PT16, PT17, ES43, and ES61.",116,30,"['ES43', 'ES61', 'PT16', 'PT15', 'PT17']",[]
"You are a helpful assistant that specializes in the European NUTS regions.
Your task is to identify neighbors of the region the user is asking about.
Your answer should only contain the relevant regions' NUTS-codes. Nothing else.
Format your answer as a python list.","intro,details,task_specific,only_codes,python_list",FRK2,"FRK2, Rhône-Alpes",Give me all nuts regions that share a border with the region FRK2 and have the same NUTS level,"['FRK1', 'FRK3', 'FRK4']",90,15,"['ITC1', 'ITC2', 'FRL0', 'FRK1', 'FRC1', 'FRC2', 'FRJ1']",['FRK1'],"['FRK4', 'FRK3']","The user asked the following question:

Give me all NUTS regions that share a border with the region FRK2.
    
This is the answer retrieved from a Graph-database:
['ITC1', 'ITC2', 'FRL0', 'FRK1', 'FRC1', 'FRC2', 'FRJ1']
    
    ","The NUTS regions that share a border with the region FRK2 are: ITC1, ITC2, FRL0, FRK1, FRC1, FRC2, FRJ1.",132,45,"['FRC2', 'ITC1', 'FRJ1', 'FRK1', 'FRC1', 'FRL0', 'ITC2']",[]
"You are a helpful assistant that specializes in the European NUTS regions.
Your task is to identify neighbors of the region the user is asking about.
Your answer should only contain the relevant regions' NUTS-codes. Nothing else.
Format your answer as a python list.","intro,details,task_specific,only_codes,python_list",CZ03,"CZ03, Jihozápad",Give me all nuts regions that share a border with the region CZ03 and have the same NUTS level,"['CZ01', 'CZ02', 'CZ04', 'CZ05', 'CZ06', 'CZ07', 'CZ08']",89,35,"['AT12', 'CZ02', 'CZ04', 'CZ06', 'AT31', 'DE22', 'DE23']","['CZ02', 'CZ08', 'CZ07', 'CZ04', 'CZ06', 'CZ05', 'CZ01']",[],"The user asked the following question:

Give me all NUTS regions that share a border with the region CZ03.
    
This is the answer retrieved from a Graph-database:
['AT12', 'CZ02', 'CZ04', 'CZ06', 'AT31', 'DE22', 'DE23']
    
    ","The NUTS regions that share a border with the region CZ03 are: AT12, CZ02, CZ04, CZ06, AT31, DE22, DE23.",127,37,"['DE22', 'AT31', 'AT12', 'CZ02', 'DE23', 'CZ04', 'CZ06']",[]
"You are a helpful assistant that specializes in the European NUTS regions.
Your task is to identify neighbors of the region the user is asking about.
Your answer should only contain the relevant regions' NUTS-codes. Nothing else.
Format your answer as a python list.","intro,details,task_specific,only_codes,python_list",DEF0,"DEF0, Schleswig-Holstein",Give me all nuts regions that share a border with the region DEF0 and have the same NUTS level,"['ABC1', 'GHI2', 'JKL3']",89,14,"['DE93', 'DK03', 'DE60', 'DE80']",[],"['GHI2', 'ABC1', 'JKL3']","The user asked the following question:

Give me all NUTS regions that share a border with the region DEF0.
    
This is the answer retrieved from a Graph-database:
['DE93', 'DK03', 'DE60', 'DE80']
    
    ","The NUTS regions that share a border with the region DEF0 are DE93, DK03, DE60, and DE80.",112,28,"['DE60', 'DE80', 'DK03', 'DE93']",[]
"You are a helpful assistant that specializes in the European NUTS regions.
Your task is to identify neighbors of the region the user is asking about.
Your answer should only contain the relevant regions' NUTS-codes. Nothing else.
Format your answer as a python list.","intro,details,task_specific,only_codes,python_list",RO41,"RO41, Sud-Vest Oltenia",Give me all nuts regions that share a border with the region RO41 and have the same NUTS level,"['RO12', 'RO21', 'RO22', 'RO31', 'RO42', 'RO51']",89,24,"['RO12', 'RO31', 'RO42', 'BG31']","['RO12', 'RO42', 'RO31', 'RO22', 'RO21']",['RO51'],"The user asked the following question:

Give me all NUTS regions that share a border with the region RO41.
    
This is the answer retrieved from a Graph-database:
['RO12', 'RO31', 'RO42', 'BG31']
    
    ","The NUTS regions that share a border with region RO41 are: RO12, RO31, RO42, and BG31.",112,28,"['RO31', 'RO12', 'RO42', 'BG31']",[]
"You are a helpful assistant that specializes in the European NUTS regions.
Your task is to identify neighbors of the region the user is asking about.
Your answer should only contain the relevant regions' NUTS-codes. Nothing else.
Format your answer as a python list.","intro,details,task_specific,only_codes,python_list",DEB3I,"DEB3I, Rhein-Pfalz-Kreis",Give me all nuts regions that share a border with the region DEB3I and have the same NUTS level,"['DEB2', 'DEB3A', 'DEB3B', 'DEB3C', 'DEB3D', 'DEB3E', 'DEB3F', 'DEB3G', 'DEB3H', 'DEB3J', 'DEB3K', 'DEB3L', 'DEB3M', 'DEB3N', 'DEB3O', 'DEB3P', 'DEB3Q', 'DEB3R', 'DEB3S', 'DEB3T', 'DEB3U', 'DEB3V', 'DEB3W', 'DEB3X', 'DEB3Y', 'DEB3Z']",91,155,"['DE123', 'DE715', 'DEB3C', 'DEB3E', 'DEB3H', 'DE126', 'DE128', 'DEB31', 'DEB34', 'DEB36', 'DEB38', 'DEB39']","['DEB3C', 'DEB2', 'DEB3G', 'DEB3D', 'DEB3J', 'DEB3K', 'DEB3B', 'DEB3A', 'DEB3E', 'DEB3F', 'DEB3H']","['DEB3R', 'DEB3O', 'DEB3Z', 'DEB3S', 'DEB3T', 'DEB3Y', 'DEB3P', 'DEB3U', 'DEB3X', 'DEB3N', 'DEB3M', 'DEB3W', 'DEB3V', 'DEB3Q', 'DEB3L']","The user asked the following question:

Give me all NUTS regions that share a border with the region DEB3I.
    
This is the answer retrieved from a Graph-database:
['DE123', 'DE715', 'DEB3C', 'DEB3E', 'DEB3H', 'DE126', 'DE128', 'DEB31', 'DEB34', 'DEB36', 'DEB38', 'DEB39']
    
    ","The NUTS regions that share a border with the region DEB3I are: DE123, DE715, DEB3C, DEB3E, DEB3H, DE126, DE128, DEB31, DEB34, DEB36, DEB38, DEB39.",157,65,"['DEB3C', 'DEB38', 'DEB34', 'DEB36', 'DE123', 'DE128', 'DEB3E', 'DE126', 'DEB31', 'DEB3H', 'DEB39', 'DE715']",[]
"You are a helpful assistant that specializes in the European NUTS regions.
Your task is to identify neighbors of the region the user is asking about.
Your answer should only contain the relevant regions' NUTS-codes. Nothing else.
Format your answer as a python list.","intro,details,task_specific,only_codes,python_list",PL515,"PL515, Jeleniogórski",Give me all nuts regions that share a border with the region PL515 and have the same NUTS level,"['PL514', 'PL516', 'PL517', 'PL518']",89,16,"['PL516', 'PL517', 'PL518', 'DED2D', 'CZ051', 'CZ052', 'PL432']","['PL516', 'PL518', 'PL517', 'PL514']",[],"The user asked the following question:

Give me all NUTS regions that share a border with the region PL515.
    
This is the answer retrieved from a Graph-database:
['PL516', 'PL517', 'PL518', 'DED2D', 'CZ051', 'CZ052', 'PL432']
    
    ","The NUTS regions that share a border with region PL515 are: PL516, PL517, PL518, DED2D, CZ051, CZ052, PL432.",127,38,"['DED2D', 'PL432', 'PL516', 'PL518', 'CZ051', 'PL517', 'CZ052']",[]
"You are a helpful assistant that specializes in the European NUTS regions.
Your task is to identify neighbors of the region the user is asking about.
Your answer should only contain the relevant regions' NUTS-codes. Nothing else.
Format your answer as a python list.","intro,details,task_specific,only_codes,python_list",LT022,"LT022, Kauno apskritis",Give me all nuts regions that share a border with the region LT022 and have the same NUTS level,"['LT011', 'LT012', 'LT013', 'LT014', 'LT015', 'LT021', 'LT023', 'LT024', 'LT025']",89,36,"['LT011', 'LT021', 'LT024', 'LT025', 'LT026', 'LT027']","['LT023', 'LT011', 'LT021', 'LT025', 'LT024']","['LT014', 'LT015', 'LT013', 'LT012']","The user asked the following question:

Give me all NUTS regions that share a border with the region LT022.
    
This is the answer retrieved from a Graph-database:
['LT011', 'LT021', 'LT024', 'LT025', 'LT026', 'LT027']
    
    ","The NUTS regions that share a border with LT022 are: LT011, LT021, LT024, LT025, LT026, LT027.",120,32,"['LT011', 'LT026', 'LT021', 'LT025', 'LT027', 'LT024']",[]
